,date,accX,accY,accZ,gyrX,gyrY,gyrZ,files,accTotal,gyrTotal
198,2020-09-14 19:19:10,0.0,0.0,0.0,0.88,0.11,1.36,1,0.0,1.6236070953281772
199,2020-09-14 19:19:10,0.0,0.0,0.0,0.87,0.1,1.36,1,0.0,1.6175598906995685
200,2020-09-14 19:19:11,0.0,0.0,0.0,0.87,0.1,1.36,1,0.0,1.6175598906995685
201,2020-09-14 19:19:12,0.0,0.0,0.0,0.91,0.14,1.34,1,0.0,1.6258228685807075
202,2020-09-14 19:19:13,0.0,0.0,0.0,1.16,0.41,1.36,1,0.0,1.833930205869351
203,2020-09-14 19:19:13,0.01,0.0,0.0,1.16,0.41,1.36,1,0.01,1.833930205869351
204,2020-09-14 19:19:14,0.0,0.0,0.0,0.86,0.15,1.39,1,0.0,1.6414018398917432
205,2020-09-14 19:19:15,0.0,0.0,0.0,0.86,0.1,1.38,1,0.0,1.6291101865742537
206,2020-09-14 19:19:16,0.0,0.0,0.0,0.86,0.1,1.38,1,0.0,1.6291101865742537
207,2020-09-14 19:19:16,0.0,0.0,0.0,0.82,0.08,1.4,1,0.0,1.624438364481706
208,2020-09-14 19:19:17,0.0,0.0,0.0,0.82,0.08,1.38,1,0.0,1.6072336482291552
209,2020-09-14 19:19:18,0.0,0.0,0.0,0.83,0.12,1.38,1,0.0,1.6148374531202823
210,2020-09-14 19:19:19,0.0,0.0,0.0,0.93,0.19,1.36,1,0.0,1.658493292117879
211,2020-09-14 19:19:19,0.0,0.0,0.0,0.93,0.19,1.36,1,0.0,1.658493292117879
212,2020-09-14 19:19:20,0.0,0.0,0.0,0.86,0.11,1.38,1,0.0,1.6297545827516484
213,2020-09-14 19:19:21,0.0,0.0,0.0,0.85,0.43,1.38,1,0.0,1.676842270459568
214,2020-09-14 19:19:21,0.0,0.0,0.0,0.85,0.43,1.38,1,0.0,1.676842270459568
215,2020-09-14 19:19:22,0.0,0.01,0.0,1.62,0.43,1.35,1,0.01,2.1521617039618564
216,2020-09-14 19:19:23,0.0,0.01,0.0,1.62,0.43,1.39,1,0.01,2.1774756026187756
217,2020-09-14 19:19:24,0.0,0.0,0.0,0.92,0.49,1.39,1,0.0,1.737411868268431
218,2020-09-14 19:19:24,0.0,0.0,0.0,1.19,0.52,1.4,1,0.0,1.9095811058973116
219,2020-09-14 19:19:25,0.0,0.0,0.0,1.19,0.52,1.4,1,0.0,1.9095811058973116
220,2020-09-14 19:19:26,0.01,0.02,0.0,3.62,1.04,1.38,1,0.022360679774997897,4.011284083681932
221,2020-09-14 19:19:27,0.01,0.02,0.0,0.9,0.23,1.38,1,0.022360679774997897,1.6635203635663736
222,2020-09-14 19:19:27,0.0,0.0,0.0,0.9,0.23,1.38,1,0.0,1.6635203635663736
223,2020-09-14 19:19:28,0.0,0.0,0.0,0.9,0.1,1.37,1,0.0,1.6422241016377759
224,2020-09-14 19:19:29,0.0,0.0,0.0,0.87,0.1,1.38,1,0.0,1.6344112089679266
225,2020-09-14 19:19:29,0.0,0.0,0.0,0.87,0.1,1.38,1,0.0,1.6344112089679266
226,2020-09-14 19:19:30,0.0,0.0,0.0,1.07,0.36,1.4,1,0.0,1.798471573308847
227,2020-09-14 19:19:31,0.0,0.0,0.0,1.07,0.28,1.38,1,0.0,1.768530463407402
228,2020-09-14 19:19:32,0.0,0.0,0.0,0.93,0.28,1.38,1,0.0,1.687512962913174
229,2020-09-14 19:19:33,0.0,0.0,0.0,1.04,0.35,1.37,1,0.0,1.75527775579821
230,2020-09-14 19:19:33,0.0,0.0,0.0,1.04,0.35,1.38,1,0.0,1.7630938715791624
231,2020-09-14 19:19:34,0.0,0.0,0.0,1.06,0.22,1.38,1,0.0,1.7539669324134932
232,2020-09-14 19:19:35,0.0,0.0,0.0,0.87,0.14,1.37,1,0.0,1.6289260265586036
233,2020-09-14 19:19:35,0.0,0.0,0.0,0.87,0.14,1.37,1,0.0,1.6289260265586036
